Entity,Year,Life expectancy
Germany,1833,38.369999
Germany,1834,38.369999
Germany,1835,38.369999
Germany,1836,38.369999
Germany,1837,38.369999
Germany,1838,38.369999
Germany,1839,38.369999
Germany,1840,38.369999
Germany,1841,38.369999
Germany,1842,38.369999
Germany,1843,38.369999
Germany,1844,38.369999
Germany,1845,38.369999
Germany,1846,38.369999
Germany,1847,38.369999
Germany,1848,38.369999
Germany,1849,38.369999
Germany,1850,38.369999
Germany,1851,38.369999
Germany,1852,38.369999
Germany,1853,38.369999
Germany,1854,38.369999
Germany,1855,38.369999
Germany,1856,38.369999
Germany,1857,38.369999
Germany,1858,38.369999
Germany,1859,38.369999
Germany,1860,38.369999
Germany,1861,38.369999
Germany,1862,38.369999
Germany,1863,38.369999
Germany,1864,38.369999
Germany,1865,38.369999
Germany,1866,38.369999
Germany,1867,38.369999
Germany,1868,38.369999
Germany,1869,38.369999
Germany,1870,38.369999
Germany,1871,38.369999
Germany,1872,38.369999
Germany,1873,38.369999
Germany,1874,38.369999
Germany,1875,38.369999
Germany,1876,38.477001
Germany,1877,38.584
Germany,1878,38.691002
Germany,1879,38.798
Germany,1880,38.904999
Germany,1881,39.012001
Germany,1882,39.118999
Germany,1883,39.226002
Germany,1884,39.333
Germany,1885,39.439999
Germany,1886,39.734001
Germany,1887,40.028
Germany,1888,40.321999
Germany,1889,40.616001
Germany,1890,40.91
Germany,1891,41.203999
Germany,1892,41.498001
Germany,1893,41.792
Germany,1894,42.085999
Germany,1895,42.380001
Germany,1896,42.687
Germany,1897,42.993999
Germany,1898,43.300999
Germany,1899,43.608002
Germany,1900,43.915001
Germany,1901,44.222
Germany,1902,44.528999
Germany,1903,44.835999
Germany,1904,45.143002
Germany,1905,45.450001
Germany,1906,46.041668
Germany,1907,46.633335
Germany,1908,47.224998
Germany,1909,47.816666
Germany,1910,48.408333
Germany,1911,49
Germany,1912,49.591667
Germany,1913,50.183334
Germany,1914,46.176483
Germany,1915,40.525562
Germany,1916,38.988819
Germany,1917,40.080376
Germany,1918,32.936821
Germany,1919,48.32066
Germany,1920,53.5
Germany,1921,55.014286
Germany,1922,55.615715
Germany,1923,56.217144
Germany,1924,56.818573
Germany,1925,57.419998
Germany,1926,57.827999
Germany,1927,58.236
Germany,1928,58.644001
Germany,1929,59.051998
Germany,1930,59.459999
Germany,1931,59.868
Germany,1932,60.276001
Germany,1933,60.683998
Germany,1934,61.091999
Germany,1935,61.5
Germany,1936,61.786667
Germany,1937,62.073334
Germany,1938,62.360001
Germany,1939,61
Germany,1940,60.659874
Germany,1941,59
Germany,1942,55
Germany,1943,49.700001
Germany,1944,37
Germany,1945,29
Germany,1946,60.51136
Germany,1947,62.10952
Germany,1948,63.70768
Germany,1949,65.30584
Germany,1950,66.903999
Germany,1951,67.066002
Germany,1952,67.385002
Germany,1953,67.692001
Germany,1954,67.987999
Germany,1955,68.271004
Germany,1956,68.562447
Germany,1957,68.480408
Germany,1958,69.220451
Germany,1959,69.327461
Germany,1960,69.245232
Germany,1961,69.836433
Germany,1962,70.004387
Germany,1963,70.092888
Germany,1964,70.6511
Germany,1965,70.634499
Germany,1966,70.748108
Germany,1967,70.969948
Germany,1968,70.615448
Germany,1969,70.464897
Germany,1970,70.704155
Germany,1971,70.920242
Germany,1972,71.144203
Germany,1973,71.390862
Germany,1974,71.692909
Germany,1975,71.538567
Germany,1976,71.999985
Germany,1977,72.610657
Germany,1978,72.584106
Germany,1979,72.943237
Germany,1980,73.116646
Germany,1981,73.353973
Germany,1982,73.656998
Germany,1983,73.935532
Germany,1984,74.413895
Germany,1985,74.517555
Germany,1986,74.72496
Germany,1987,75.122932
Germany,1988,75.295944
Germany,1989,75.478043
Germany,1990,75.470001
Germany,1991,75.709999
Germany,1992,76
Germany,1993,76.169998
Germany,1994,76.400002
Germany,1995,76.639999
Germany,1996,76.889999
Germany,1997,77.18
Germany,1998,77.449997
Germany,1999,77.730003
Germany,2000,78.019997
Germany,2001,78.300003
Germany,2002,78.519997
Germany,2003,78.720001
Germany,2004,79.019997
Germany,2005,79.25
Germany,2006,79.489998
Germany,2007,79.669998
Germany,2008,79.830002
Germany,2009,79.970001
Germany,2010,80.139999
Germany,2011,80.32
Germany,2012,80.480003
Germany,2013,80.57
Germany,2014,80.790001
Germany,2015,80.870003
Germany,2016,80.93
India,1800,25.4424
India,1801,25.4424
India,1802,25
India,1803,24
India,1804,23.5
India,1805,25.4424
India,1806,25.4424
India,1807,25.4424
India,1808,25.4424
India,1809,25.4424
India,1810,25.4424
India,1811,25.4424
India,1812,23
India,1813,25.4424
India,1814,25.4424
India,1815,25.4424
India,1816,25.4424
India,1817,25.4424
India,1818,25.4424
India,1819,25.4424
India,1820,25.4424
India,1821,25.4424
India,1822,25.4424
India,1823,25.4424
India,1824,25.4424
India,1825,25.4424
India,1826,25.4424
India,1827,25.4424
India,1828,25.4424
India,1829,25.4424
India,1830,25.4424
India,1831,25.4424
India,1832,23
India,1833,22
India,1834,25.4424
India,1835,25.4424
India,1836,25.4424
India,1837,24.299999
India,1838,23.9
India,1839,25.4424
India,1840,25.4424
India,1841,25.4424
India,1842,25.4424
India,1843,25.4424
India,1844,25.4424
India,1845,25.4424
India,1846,25.4424
India,1847,25.4424
India,1848,25.4424
India,1849,25.4424
India,1850,25.4424
India,1851,25.4424
India,1852,25.4424
India,1853,25.4424
India,1854,25.4424
India,1855,25.4424
India,1856,25.4424
India,1857,25.4424
India,1858,25.4424
India,1859,25.4424
India,1860,23
India,1861,22
India,1862,25.4424
India,1863,25.4424
India,1864,25.252296
India,1865,25.252296
India,1866,21.039825
India,1867,25.252296
India,1868,25.252296
India,1869,21.304474
India,1870,25.4424
India,1871,25.4424
India,1872,25.4424
India,1873,25.4424
India,1874,25.4424
India,1875,25.110001
India,1876,20
India,1877,19
India,1878,20
India,1879,25.4424
India,1880,25.4424
India,1881,25.4424
India,1882,25.3248
India,1883,25.207199
India,1884,25.0896
India,1885,24.972
India,1886,24.854401
India,1887,24.736799
India,1888,24.417561
India,1889,24.300924
India,1890,24.384001
India,1891,23.025278
India,1892,22.654757
India,1893,24.110241
India,1894,24.03216
India,1895,23.950001
India,1896,22.75
India,1897,19.85
India,1898,25.75
India,1899,23.35
India,1900,18.35
India,1901,23.049999
India,1902,23.6
India,1903,23.417761
India,1904,22
India,1905,21.9
India,1906,21.886934
India,1907,19.238894
India,1908,23.248159
India,1909,23.214239
India,1910,23.180321
India,1911,23.1464
India,1912,23.338577
India,1913,23.530756
India,1914,23.722933
India,1915,23.915112
India,1916,24.107288
India,1917,24.299467
India,1918,8.1088362
India,1919,24.578934
India,1920,24.718666
India,1921,24.8584
India,1922,25.304001
India,1923,25.749599
India,1924,26.1952
India,1925,26.6408
India,1926,27.086399
India,1927,27.532
India,1928,27.9776
India,1929,28.423201
India,1930,28.868799
India,1931,29.3144
India,1932,29.642241
India,1933,29.970079
India,1934,30.29792
India,1935,30.625759
India,1936,30.9536
India,1937,31.281441
India,1938,31.60928
India,1939,31.93712
India,1940,32.264961
India,1941,32.5928
India,1942,32.841377
India,1943,32.099751
India,1944,32.596069
India,1945,33.587112
India,1946,33.83569
India,1947,32.378502
India,1948,34.08567
India,1949,34.581421
India,1950,34.830002
India,1951,35.167
India,1952,35.842999
India,1953,36.521999
India,1954,37.203999
India,1955,37.889
India,1956,38.577999
India,1957,39.271
India,1958,39.969002
India,1959,40.674999
India,1960,41.390999
India,1961,42.118999
India,1962,42.860001
India,1963,43.612999
India,1964,44.375
India,1965,45.140999
India,1966,45.903
India,1967,46.654999
India,1968,47.394001
India,1969,48.118999
India,1970,48.835999
India,1971,49.554001
India,1972,50.280998
India,1973,51.014999
India,1974,51.75
India,1975,52.470001
India,1976,53.159
India,1977,53.799999
India,1978,54.382999
India,1979,54.903
India,1980,55.362999
India,1981,55.766998
India,1982,56.131001
India,1983,56.470001
India,1984,56.792
India,1985,57.102001
India,1986,57.400002
India,1987,57.687
India,1988,57.964001
India,1989,58.237999
India,1990,58.959999
India,1991,59.310001
India,1992,59.650002
India,1993,60.02
India,1994,60.380001
India,1995,60.73
India,1996,61.029999
India,1997,61.279999
India,1998,61.610001
India,1999,61.939999
India,2000,62.290001
India,2001,62.619999
India,2002,63
India,2003,63.400002
India,2004,63.77
India,2005,64.160004
India,2006,64.550003
India,2007,64.93
India,2008,65.32
India,2009,65.730003
India,2010,66.120003
India,2011,66.510002
India,2012,66.910004
India,2013,67.279999
India,2014,67.720001
India,2015,68.099998
India,2016,68.550003
Italy,1800,29.690001
Italy,1801,29.690001
Italy,1802,29.690001
Italy,1803,29.690001
Italy,1804,29.690001
Italy,1805,29.690001
Italy,1806,29.690001
Italy,1807,29.690001
Italy,1808,29.690001
Italy,1809,29.690001
Italy,1810,29.690001
Italy,1811,29.690001
Italy,1812,29.690001
Italy,1813,29.690001
Italy,1814,29.690001
Italy,1815,29.690001
Italy,1816,29.690001
Italy,1817,29.690001
Italy,1818,29.690001
Italy,1819,29.690001
Italy,1820,29.690001
Italy,1821,29.690001
Italy,1822,29.690001
Italy,1823,29.690001
Italy,1824,29.690001
Italy,1825,29.690001
Italy,1826,29.690001
Italy,1827,29.690001
Italy,1828,29.690001
Italy,1829,29.690001
Italy,1830,29.690001
Italy,1831,29.690001
Italy,1832,29.690001
Italy,1833,29.690001
Italy,1834,29.690001
Italy,1835,29.690001
Italy,1836,29.690001
Italy,1837,29.690001
Italy,1838,29.690001
Italy,1839,29.690001
Italy,1840,29.690001
Italy,1841,29.690001
Italy,1842,29.690001
Italy,1843,29.690001
Italy,1844,29.690001
Italy,1845,29.690001
Italy,1846,29.690001
Italy,1847,29.690001
Italy,1848,29.690001
Italy,1849,29.690001
Italy,1850,29.690001
Italy,1851,29.690001
Italy,1852,29.690001
Italy,1853,29.690001
Italy,1854,29.690001
Italy,1855,29.690001
Italy,1856,29.690001
Italy,1857,29.690001
Italy,1858,29.690001
Italy,1859,29.690001
Italy,1860,29.690001
Italy,1861,29.690001
Italy,1862,29.690001
Italy,1863,29.690001
Italy,1864,29.690001
Italy,1865,29.690001
Italy,1866,29.690001
Italy,1867,29.690001
Italy,1868,29.690001
Italy,1869,29.690001
Italy,1870,29.690001
Italy,1871,29.690001
Italy,1872,29.690001
Italy,1873,31.6
Italy,1874,31.75
Italy,1875,31.309999
Italy,1876,33.599998
Italy,1877,34.880001
Italy,1878,34.32
Italy,1879,33.950001
Italy,1880,32.740002
Italy,1881,34.200001
Italy,1882,34.290001
Italy,1883,35.18
Italy,1884,36.599998
Italy,1885,36.830002
Italy,1886,35.099998
Italy,1887,35.970001
Italy,1888,36.919998
Italy,1889,39.049999
Italy,1890,38.5
Italy,1891,38.459999
Italy,1892,38.84
Italy,1893,39.790001
Italy,1894,39.91
Italy,1895,39.610001
Italy,1896,40.700001
Italy,1897,43.290001
Italy,1898,42.330002
Italy,1899,43.669998
Italy,1900,41.66
Italy,1901,43.52
Italy,1902,42.990002
Italy,1903,43.150002
Italy,1904,44.43
Italy,1905,43.939999
Italy,1906,45.09
Italy,1907,45.450001
Italy,1908,43.189999
Italy,1909,44.669998
Italy,1910,46.75
Italy,1911,44.77
Italy,1912,48.98
Italy,1913,48.459999
Italy,1914,49.889999
Italy,1915,42.34
Italy,1916,39.27
Italy,1917,37.689999
Italy,1918,25.620001
Italy,1919,42.099998
Italy,1920,45.509998
Italy,1921,49.25
Italy,1922,50.009998
Italy,1923,51.450001
Italy,1924,51.509998
Italy,1925,51.310001
Italy,1926,50.959999
Italy,1927,52.580002
Italy,1928,52.669998
Italy,1929,52.290001
Italy,1930,55.200001
Italy,1931,54.779999
Italy,1932,54.77
Italy,1933,56.290001
Italy,1934,56.860001
Italy,1935,56.220001
Italy,1936,56.75
Italy,1937,55.490002
Italy,1938,56.130001
Italy,1939,57.639999
Italy,1940,56.950001
Italy,1941,54.619999
Italy,1942,52.450001
Italy,1943,49.189999
Italy,1944,52.34
Italy,1945,54.779999
Italy,1946,58.970001
Italy,1947,61.18
Italy,1948,63.450001
Italy,1949,64.110001
Italy,1950,65.769997
Italy,1951,65.309998
Italy,1952,65.940002
Italy,1953,66.580002
Italy,1954,67.900002
Italy,1955,68.25
Italy,1956,67.639999
Italy,1957,67.809998
Italy,1958,68.870003
Italy,1959,69.32
Italy,1960,69.209999
Italy,1961,69.849998
Italy,1962,69.239998
Italy,1963,69.349998
Italy,1964,70.400002
Italy,1965,70.269997
Italy,1966,71.019997
Italy,1967,71.059998
Italy,1968,70.879997
Italy,1969,70.900002
Italy,1970,71.660004
Italy,1971,71.910004
Italy,1972,72.190002
Italy,1973,72.129997
Italy,1974,72.849998
Italy,1975,72.760002
Italy,1976,73.110001
Italy,1977,73.480003
Italy,1978,73.830002
Italy,1979,74.160004
Italy,1980,74.120003
Italy,1981,74.510002
Italy,1982,74.980003
Italy,1983,74.800003
Italy,1984,75.559998
Italy,1985,75.669998
Italy,1986,76
Italy,1987,76.419998
Italy,1988,76.599998
Italy,1989,77
Italy,1990,77.019997
Italy,1991,77.190002
Italy,1992,77.410004
Italy,1993,77.620003
Italy,1994,77.849998
Italy,1995,78.120003
Italy,1996,78.330002
Italy,1997,78.690002
Italy,1998,78.970001
Italy,1999,79.269997
Italy,2000,79.599998
Italy,2001,79.93
Italy,2002,80.169998
Italy,2003,80.269997
Italy,2004,80.720001
Italy,2005,80.910004
Italy,2006,81.089996
Italy,2007,81.269997
Italy,2008,81.459999
Italy,2009,81.57
Italy,2010,81.779999
Italy,2011,81.919998
Italy,2012,82.019997
Italy,2013,82.239998
Italy,2014,82.290001
Italy,2015,82.330002
Italy,2016,82.339996
Japan,1800,36.400002
Japan,1801,36.400398
Japan,1802,36.400795
Japan,1803,36.401192
Japan,1804,36.401588
Japan,1805,36.401989
Japan,1806,36.402386
Japan,1807,36.402782
Japan,1808,36.403179
Japan,1809,36.40358
Japan,1810,36.403976
Japan,1811,36.404373
Japan,1812,36.40477
Japan,1813,36.405167
Japan,1814,36.405567
Japan,1815,36.405964
Japan,1816,36.406361
Japan,1817,36.406757
Japan,1818,36.407154
Japan,1819,36.407555
Japan,1820,36.407951
Japan,1821,36.408348
Japan,1822,36.408745
Japan,1823,36.409142
Japan,1824,36.409542
Japan,1825,36.409939
Japan,1826,36.410336
Japan,1827,36.410732
Japan,1828,36.411133
Japan,1829,36.41153
Japan,1830,36.411926
Japan,1831,36.412323
Japan,1832,36.41272
Japan,1833,36.41312
Japan,1834,36.413517
Japan,1835,36.413914
Japan,1836,36.41431
Japan,1837,36.414707
Japan,1838,36.415108
Japan,1839,36.415504
Japan,1840,36.415901
Japan,1841,36.416298
Japan,1842,36.416698
Japan,1843,36.417095
Japan,1844,36.417492
Japan,1845,36.417889
Japan,1846,36.418285
Japan,1847,36.418686
Japan,1848,36.419083
Japan,1849,36.419479
Japan,1850,36.419876
Japan,1851,36.420273
Japan,1852,36.420673
Japan,1853,36.42107
Japan,1854,36.421467
Japan,1855,36.421864
Japan,1856,36.42226
Japan,1857,36.422661
Japan,1858,36.423058
Japan,1859,36.423454
Japan,1860,36.423851
Japan,1861,36.424252
Japan,1862,36.424648
Japan,1863,36.425045
Japan,1864,36.425442
Japan,1865,36.425838
Japan,1866,36.459202
Japan,1867,36.492561
Japan,1868,36.525921
Japan,1869,36.55928
Japan,1870,36.59264
Japan,1871,36.633999
Japan,1872,36.675362
Japan,1873,36.716721
Japan,1874,36.75808
Japan,1875,36.799438
Japan,1876,36.846848
Japan,1877,36.894257
Japan,1878,36.941666
Japan,1879,36.989071
Japan,1880,37.03648
Japan,1881,37.094864
Japan,1882,37.153248
Japan,1883,37.211632
Japan,1884,37.270016
Japan,1885,37.3284
Japan,1886,37.397858
Japan,1887,37.467312
Japan,1888,37.53677
Japan,1889,37.606224
Japan,1890,37.675678
Japan,1891,37.760113
Japan,1892,37.844543
Japan,1893,37.928974
Japan,1894,38.013409
Japan,1895,38.097839
Japan,1896,38.198273
Japan,1897,38.298702
Japan,1898,38.399136
Japan,1899,38.499569
Japan,1900,38.599998
Japan,1901,38.724384
Japan,1902,38.848766
Japan,1903,38.973152
Japan,1904,39.097534
Japan,1905,39.22192
Japan,1906,39.372257
Japan,1907,39.522591
Japan,1908,39.672928
Japan,1909,39.823265
Japan,1910,39.973598
Japan,1911,40.158768
Japan,1912,40.343937
Japan,1913,40.529102
Japan,1914,40.714272
Japan,1915,40.899441
Japan,1916,41.128414
Japan,1917,41.357391
Japan,1918,32.69595
Japan,1919,41.815346
Japan,1920,42.044319
Japan,1921,42.330318
Japan,1922,42.616322
Japan,1923,43.22493
Japan,1924,43.833534
Japan,1925,44.442142
Japan,1926,45.050751
Japan,1927,45.659359
Japan,1928,45.98225
Japan,1929,46.305141
Japan,1930,46.628029
Japan,1931,46.95092
Japan,1932,47.273811
Japan,1933,47.596699
Japan,1934,47.91959
Japan,1935,48.242481
Japan,1936,48.621239
Japan,1937,49
Japan,1938,49
Japan,1939,49
Japan,1940,49
Japan,1941,48.75
Japan,1942,48.5
Japan,1943,46
Japan,1944,40
Japan,1945,30.5368
Japan,1946,46.5
Japan,1947,51.75
Japan,1948,56.889999
Japan,1949,57.759998
Japan,1950,59.299999
Japan,1951,60.990002
Japan,1952,63.029999
Japan,1953,63.369999
Japan,1954,64.610001
Japan,1955,65.769997
Japan,1956,65.629997
Japan,1957,65.5
Japan,1958,67.120003
Japan,1959,67.510002
Japan,1960,67.800003
Japan,1961,68.449997
Japan,1962,68.730003
Japan,1963,69.809998
Japan,1964,70.279999
Japan,1965,70.330002
Japan,1966,71.139999
Japan,1967,71.43
Japan,1968,71.75
Japan,1969,71.980003
Japan,1970,72.07
Japan,1971,72.889999
Japan,1972,73.419998
Japan,1973,73.480003
Japan,1974,73.910004
Japan,1975,74.410004
Japan,1976,74.809998
Japan,1977,75.379997
Japan,1978,75.699997
Japan,1979,76.209999
Japan,1980,76.190002
Japan,1981,76.599998
Japan,1982,77.110001
Japan,1983,77.139999
Japan,1984,77.540001
Japan,1985,77.839996
Japan,1986,78.260002
Japan,1987,78.669998
Japan,1988,78.580002
Japan,1989,79.010002
Japan,1990,78.940002
Japan,1991,79.139999
Japan,1992,79.290001
Japan,1993,79.459999
Japan,1994,79.699997
Japan,1995,79.75
Japan,1996,80.169998
Japan,1997,80.389999
Japan,1998,80.550003
Japan,1999,80.720001
Japan,2000,81.029999
Japan,2001,81.309998
Japan,2002,81.559998
Japan,2003,81.75
Japan,2004,81.93
Japan,2005,82.050003
Japan,2006,82.239998
Japan,2007,82.410004
Japan,2008,82.57
Japan,2009,82.769997
Japan,2010,82.910004
Japan,2011,82.660004
Japan,2012,83.230003
Japan,2013,83.440002
Japan,2014,83.690002
Japan,2015,83.830002
Japan,2016,83.940002
Mexico,1800,26.9
Mexico,1801,26.9
Mexico,1802,26.9
Mexico,1803,26.9
Mexico,1804,26.9
Mexico,1805,26.9
Mexico,1806,26.9
Mexico,1807,26.9
Mexico,1808,26.9
Mexico,1809,26.9
Mexico,1810,26.9
Mexico,1811,26.9
Mexico,1812,26.9
Mexico,1813,26.9
Mexico,1814,26.9
Mexico,1815,26.9
Mexico,1816,26.9
Mexico,1817,26.9
Mexico,1818,26.9
Mexico,1819,26.9
Mexico,1820,26.9
Mexico,1821,26.9
Mexico,1822,26.9
Mexico,1823,26.9
Mexico,1824,26.9
Mexico,1825,26.9
Mexico,1826,26.9
Mexico,1827,26.9
Mexico,1828,26.9
Mexico,1829,26.9
Mexico,1830,26.9
Mexico,1831,26.9
Mexico,1832,26.9
Mexico,1833,26.9
Mexico,1834,26.9
Mexico,1835,26.9
Mexico,1836,26.9
Mexico,1837,26.9
Mexico,1838,26.9
Mexico,1839,26.9
Mexico,1840,26.9
Mexico,1841,26.9
Mexico,1842,26.9
Mexico,1843,26.9
Mexico,1844,26.9
Mexico,1845,26.9
Mexico,1846,26.9
Mexico,1847,26.9
Mexico,1848,26.9
Mexico,1849,26.9
Mexico,1850,26.9
Mexico,1851,26.9
Mexico,1852,26.9
Mexico,1853,26.9
Mexico,1854,26.9
Mexico,1855,26.9
Mexico,1856,26.9
Mexico,1857,26.9
Mexico,1858,26.9
Mexico,1859,26.9
Mexico,1860,26.9
Mexico,1861,26.9
Mexico,1862,26.9
Mexico,1863,26.9
Mexico,1864,26.9
Mexico,1865,26.9
Mexico,1866,26.9
Mexico,1867,26.9
Mexico,1868,26.9
Mexico,1869,26.9
Mexico,1870,26.9
Mexico,1871,26.9
Mexico,1872,26.9
Mexico,1873,26.9
Mexico,1874,26.9
Mexico,1875,26.9
Mexico,1876,26.9
Mexico,1877,26.9
Mexico,1878,26.9
Mexico,1879,26.9
Mexico,1880,26.9
Mexico,1881,26.9
Mexico,1882,26.9
Mexico,1883,26.9
Mexico,1884,26.9
Mexico,1885,26.9
Mexico,1886,26.9
Mexico,1887,26.9
Mexico,1888,26.9
Mexico,1889,26.9
Mexico,1890,26.9
Mexico,1891,25.696667
Mexico,1892,24.493334
Mexico,1893,23.290001
Mexico,1894,26.620001
Mexico,1895,29.52
Mexico,1896,28.799999
Mexico,1897,26.24
Mexico,1898,27.030001
Mexico,1899,24.98
Mexico,1900,27.58
Mexico,1901,26.65
Mexico,1902,28.370001
Mexico,1903,28.68
Mexico,1904,29.09
Mexico,1905,26.799999
Mexico,1906,27.879999
Mexico,1907,27.969999
Mexico,1908,28.719999
Mexico,1909,29.209999
Mexico,1910,27.41
Mexico,1911,27.842501
Mexico,1912,28.275
Mexico,1913,28.7075
Mexico,1914,29.139999
Mexico,1915,29.5725
Mexico,1916,30.004999
Mexico,1917,30.4375
Mexico,1918,18.186424
Mexico,1919,31.3025
Mexico,1920,31.735001
Mexico,1921,32.1675
Mexico,1922,32.599998
Mexico,1923,33.5
Mexico,1924,32.799999
Mexico,1925,32.099998
Mexico,1926,34.200001
Mexico,1927,40.299999
Mexico,1928,34.5
Mexico,1929,35.400002
Mexico,1930,36.200001
Mexico,1931,37.700001
Mexico,1932,38.400002
Mexico,1933,37.299999
Mexico,1934,38.200001
Mexico,1935,40.400002
Mexico,1936,38.299999
Mexico,1937,36.799999
Mexico,1938,39.400002
Mexico,1939,45.5
Mexico,1940,39.200001
Mexico,1941,42.599998
Mexico,1942,39.799999
Mexico,1943,42.799999
Mexico,1944,43.200001
Mexico,1945,44.200001
Mexico,1946,44.799999
Mexico,1947,46.299999
Mexico,1948,48.299999
Mexico,1949,45.799999
Mexico,1950,48.556
Mexico,1951,49.115002
Mexico,1952,50.209999
Mexico,1953,51.254002
Mexico,1954,52.247002
Mexico,1955,53.189999
Mexico,1956,54.081001
Mexico,1957,54.918999
Mexico,1958,55.702
Mexico,1959,56.424
Mexico,1960,57.083
Mexico,1961,57.674
Mexico,1962,58.199001
Mexico,1963,58.661999
Mexico,1964,59.076
Mexico,1965,59.453999
Mexico,1966,59.813999
Mexico,1967,60.172001
Mexico,1968,60.542999
Mexico,1969,60.938999
Mexico,1970,61.368999
Mexico,1971,61.835999
Mexico,1972,62.333
Mexico,1973,62.851002
Mexico,1974,63.383999
Mexico,1975,63.928001
Mexico,1976,64.473999
Mexico,1977,65.015999
Mexico,1978,65.547997
Mexico,1979,66.065002
Mexico,1980,66.563004
Mexico,1981,67.041
Mexico,1982,67.502998
Mexico,1983,67.950996
Mexico,1984,68.387001
Mexico,1985,68.811996
Mexico,1986,69.227997
Mexico,1987,69.637001
Mexico,1988,70.040001
Mexico,1989,70.440002
Mexico,1990,71.510002
Mexico,1991,71.879997
Mexico,1992,72.089996
Mexico,1993,72.300003
Mexico,1994,72.620003
Mexico,1995,72.849998
Mexico,1996,73.220001
Mexico,1997,73.459999
Mexico,1998,73.709999
Mexico,1999,74.129997
Mexico,2000,74.610001
Mexico,2001,74.870003
Mexico,2002,74.889999
Mexico,2003,74.93
Mexico,2004,75.220001
Mexico,2005,75.209999
Mexico,2006,75.459999
Mexico,2007,75.660004
Mexico,2008,75.440002
Mexico,2009,75.349998
Mexico,2010,75.440002
Mexico,2011,75.720001
Mexico,2012,75.879997
Mexico,2013,75.790001
Mexico,2014,75.900002
Mexico,2015,76.190002
Mexico,2016,76.379997
Russia,1800,29.573458
Russia,1801,29.573458
Russia,1802,29.573458
Russia,1803,29.573458
Russia,1804,29.573458
Russia,1805,29.573458
Russia,1806,29.573458
Russia,1807,29.573458
Russia,1808,29.573458
Russia,1809,29.573458
Russia,1810,29.573458
Russia,1811,29.573458
Russia,1812,29.573458
Russia,1813,29.573458
Russia,1814,29.573458
Russia,1815,29.573458
Russia,1816,29.573458
Russia,1817,29.573458
Russia,1818,29.573458
Russia,1819,29.573458
Russia,1820,29.573458
Russia,1821,29.573458
Russia,1822,29.573458
Russia,1823,29.573458
Russia,1824,29.573458
Russia,1825,29.573458
Russia,1826,29.573458
Russia,1827,29.573458
Russia,1828,29.573458
Russia,1829,29.573458
Russia,1830,29.573458
Russia,1831,29.573458
Russia,1832,29.573458
Russia,1833,29.573458
Russia,1834,29.573458
Russia,1835,29.573458
Russia,1836,29.573458
Russia,1837,29.573458
Russia,1838,29.573458
Russia,1839,29.573458
Russia,1840,29.573458
Russia,1841,29.573458
Russia,1842,29.573458
Russia,1843,29.573458
Russia,1844,29.573458
Russia,1845,29.573458
Russia,1846,29.573458
Russia,1847,29.573458
Russia,1848,18
Russia,1849,29.573458
Russia,1850,29.573458
Russia,1851,29.573458
Russia,1852,29.573458
Russia,1853,29.5
Russia,1854,27.5
Russia,1855,27.5
Russia,1856,29
Russia,1857,29.573458
Russia,1858,29.573458
Russia,1859,29.573458
Russia,1860,29.573458
Russia,1861,29.573458
Russia,1862,29.573458
Russia,1863,29.573458
Russia,1864,29.573458
Russia,1865,29.573458
Russia,1866,29.573458
Russia,1867,29.573458
Russia,1868,27.851233
Russia,1869,27.934912
Russia,1870,31.120827
Russia,1871,28.103025
Russia,1872,25.916433
Russia,1873,29.484869
Russia,1874,30.474104
Russia,1875,31.120827
Russia,1876,30.93466
Russia,1877,31.308113
Russia,1878,27.767805
Russia,1879,30.841995
Russia,1880,30.201067
Russia,1881,32.164948
Russia,1882,26.705706
Russia,1883,29.045897
Russia,1884,32.749157
Russia,1885,30.841995
Russia,1886,34.256531
Russia,1887,33.244099
Russia,1888,33.144516
Russia,1889,31.027603
Russia,1890,29.930477
Russia,1891,26.387152
Russia,1892,21.261061
Russia,1893,27.601696
Russia,1894,28.103025
Russia,1895,26.947142
Russia,1896,28.27215
Russia,1897,30.474104
Russia,1898,27.934912
Russia,1899,31.591158
Russia,1900,30.749607
Russia,1901,29.045897
Russia,1902,29.84082
Russia,1903,31.781273
Russia,1904,32.164948
Russia,1905,30.474104
