Entity,Year,Life expectancy
Russia,1906,31.972534
Russia,1907,33.645432
Russia,1908,33.645432
Russia,1909,32.358517
Russia,1910,31.402178
Russia,1911,35.088634
Russia,1912,35.512234
Russia,1913,33.343979
Russia,1914,33
Russia,1915,31.5
Russia,1916,31.5
Russia,1917,29
Russia,1918,23
Russia,1919,25
Russia,1920,20.5
Russia,1921,23.799999
Russia,1922,24.700001
Russia,1923,33.599998
Russia,1924,36.099998
Russia,1925,35.200001
Russia,1926,38.400002
Russia,1927,37.5
Russia,1928,38.900002
Russia,1929,37.400002
Russia,1930,36.5
Russia,1931,35
Russia,1932,32.799999
Russia,1933,17.35
Russia,1934,38.200001
Russia,1935,39.599998
Russia,1936,41.099998
Russia,1937,39.900002
Russia,1938,41.400002
Russia,1939,43.599998
Russia,1940,41.200001
Russia,1941,23
Russia,1942,18
Russia,1943,16
Russia,1944,27
Russia,1945,34
Russia,1946,46.099998
Russia,1947,40.400002
Russia,1948,52.200001
Russia,1949,55
Russia,1950,57.299999
Russia,1951,57.799999
Russia,1952,58.200001
Russia,1953,59
Russia,1954,61
Russia,1955,63.400002
Russia,1956,64.900002
Russia,1957,64
Russia,1958,66.900002
Russia,1959,67.650002
Russia,1960,68.669998
Russia,1961,68.919998
Russia,1962,68.580002
Russia,1963,69.050003
Russia,1964,69.849998
Russia,1965,69.440002
Russia,1966,69.510002
Russia,1967,69.300003
Russia,1968,69.260002
Russia,1969,68.739998
Russia,1970,68.860001
Russia,1971,69.120003
Russia,1972,69.019997
Russia,1973,69
Russia,1974,68.989998
Russia,1975,68.349998
Russia,1976,68.099998
Russia,1977,67.970001
Russia,1978,68.010002
Russia,1979,67.730003
Russia,1980,67.699997
Russia,1981,67.919998
Russia,1982,68.379997
Russia,1983,68.150002
Russia,1984,67.669998
Russia,1985,68.330002
Russia,1986,69.949997
Russia,1987,69.959999
Russia,1988,69.809998
Russia,1989,69.730003
Russia,1990,69.169998
Russia,1991,68.959999
Russia,1992,67.75
Russia,1993,65.129997
Russia,1994,63.75
Russia,1995,64.339996
Russia,1996,65.629997
Russia,1997,66.800003
Russia,1998,67.089996
Russia,1999,65.870003
Russia,2000,65.279999
Russia,2001,65.279999
Russia,2002,65.129997
Russia,2003,65.18
Russia,2004,65.459999
Russia,2005,65.610001
Russia,2006,66.849998
Russia,2007,67.559998
Russia,2008,67.870003
Russia,2009,68.849998
Russia,2010,69.220001
Russia,2011,69.860001
Russia,2012,70.449997
Russia,2013,70.760002
Russia,2014,70.860001
Russia,2015,70.830002
Russia,2016,70.870003
Spain,1800,29.5
Spain,1801,29.5
Spain,1802,29.5
Spain,1803,29.5
Spain,1804,29.5
Spain,1805,29.5
Spain,1806,29.5
Spain,1807,29.5
Spain,1808,29.5
Spain,1809,29.5
Spain,1810,29.5
Spain,1811,29.5
Spain,1812,29.5
Spain,1813,29.5
Spain,1814,29.5
Spain,1815,29.5
Spain,1816,29.5
Spain,1817,29.5
Spain,1818,29.5
Spain,1819,29.5
Spain,1820,29.5
Spain,1821,29.5
Spain,1822,29.5
Spain,1823,29.5
Spain,1824,29.5
Spain,1825,29.5
Spain,1826,29.5
Spain,1827,29.5
Spain,1828,29.5
Spain,1829,29.5
Spain,1830,29.5
Spain,1831,29.5
Spain,1832,29.5
Spain,1833,29.5
Spain,1834,29.5
Spain,1835,29.5
Spain,1836,29.5
Spain,1837,29.5
Spain,1838,29.5
Spain,1839,29.5
Spain,1840,29.5
Spain,1841,29.5
Spain,1842,29.5
Spain,1843,29.5
Spain,1844,29.5
Spain,1845,29.5
Spain,1846,29.5
Spain,1847,29.5
Spain,1848,29.5
Spain,1849,29.5
Spain,1850,29.5
Spain,1851,29.5
Spain,1852,29.5
Spain,1853,29.5
Spain,1854,29.5
Spain,1855,29.5
Spain,1856,29.5
Spain,1857,29.5
Spain,1858,29.5
Spain,1859,29.5
Spain,1860,29.5
Spain,1861,29.5
Spain,1862,29.5
Spain,1863,29.5
Spain,1864,29.5
Spain,1865,29.5
Spain,1866,29.5
Spain,1867,29.5
Spain,1868,29.5
Spain,1869,29.5
Spain,1870,29.5
Spain,1871,29.5
Spain,1872,29.5
Spain,1873,29.5
Spain,1874,29.5
Spain,1875,29.5
Spain,1876,29.5
Spain,1877,29.5
Spain,1878,29.5
Spain,1879,29.5
Spain,1880,29.5
Spain,1881,29.5
Spain,1882,29.5
Spain,1883,29.76
Spain,1884,30.02
Spain,1885,30.280001
Spain,1886,30.540001
Spain,1887,30.799999
Spain,1888,31.059999
Spain,1889,31.32
Spain,1890,31.58
Spain,1891,31.84
Spain,1892,32.099998
Spain,1893,32.4375
Spain,1894,32.775002
Spain,1895,33.112499
Spain,1896,33.450001
Spain,1897,33.787498
Spain,1898,34.125
Spain,1899,34.462502
Spain,1900,34.799999
Spain,1901,35.631248
Spain,1902,36.462502
Spain,1903,37.293751
Spain,1904,38.125
Spain,1905,38.956249
Spain,1906,39.787498
Spain,1907,40.618752
Spain,1908,41.450001
Spain,1909,41.060001
Spain,1910,40.919998
Spain,1911,39.799999
Spain,1912,43.529999
Spain,1913,42.560001
Spain,1914,42.84
Spain,1915,43.049999
Spain,1916,43.98
Spain,1917,42.630001
Spain,1918,30.290001
Spain,1919,41.119999
Spain,1920,39.310001
Spain,1921,42.029999
Spain,1922,44.209999
Spain,1923,44.75
Spain,1924,46.299999
Spain,1925,46.950001
Spain,1926,47.759998
Spain,1927,48.490002
Spain,1928,48.669998
Spain,1929,49.490002
Spain,1930,49.34
Spain,1931,49.25
Spain,1932,51.200001
Spain,1933,51.599998
Spain,1934,52.240002
Spain,1935,52.720001
Spain,1936,50.900002
Spain,1937,47.220001
Spain,1938,47.529999
Spain,1939,47.09
Spain,1940,48.389999
Spain,1941,47.16
Spain,1942,52.48
Spain,1943,54.849998
Spain,1944,56.25
Spain,1945,57.84
Spain,1946,57.57
Spain,1947,59.330002
Spain,1948,61.27
Spain,1949,61.02
Spain,1950,61.869999
Spain,1951,61.52
Spain,1952,64.940002
Spain,1953,65.809998
Spain,1954,67.010002
Spain,1955,66.779999
Spain,1956,66.82
Spain,1957,66.660004
Spain,1958,68.849998
Spain,1959,68.769997
Spain,1960,69.269997
Spain,1961,69.660004
Spain,1962,69.690002
Spain,1963,69.849998
Spain,1964,70.580002
Spain,1965,70.989998
Spain,1966,71.25
Spain,1967,71.440002
Spain,1968,71.730003
Spain,1969,71.260002
Spain,1970,72.239998
Spain,1971,71.849998
Spain,1972,73.059998
Spain,1973,72.839996
Spain,1974,73.220001
Spain,1975,73.550003
Spain,1976,73.870003
Spain,1977,74.389999
Spain,1978,74.580002
Spain,1979,75.120003
Spain,1980,75.599998
Spain,1981,75.739998
Spain,1982,76.300003
Spain,1983,76.080002
Spain,1984,76.459999
Spain,1985,76.419998
Spain,1986,76.669998
Spain,1987,76.900002
Spain,1988,76.910004
Spain,1989,76.980003
Spain,1990,77.120003
Spain,1991,77.300003
Spain,1992,77.519997
Spain,1993,77.68
Spain,1994,77.940002
Spain,1995,78.150002
Spain,1996,78.360001
Spain,1997,78.699997
Spain,1998,78.919998
Spain,1999,79.110001
Spain,2000,79.400002
Spain,2001,79.669998
Spain,2002,79.830002
Spain,2003,79.980003
Spain,2004,80.25
Spain,2005,80.480003
Spain,2006,80.830002
Spain,2007,81.07
Spain,2008,81.360001
Spain,2009,81.68
Spain,2010,81.970001
Spain,2011,82.18
Spain,2012,82.32
Spain,2013,82.629997
Spain,2014,82.839996
Spain,2015,82.910004
Spain,2016,82.970001
Switzerland,1800,38
Switzerland,1801,38
Switzerland,1802,38
Switzerland,1803,38
Switzerland,1804,38
Switzerland,1805,38
Switzerland,1806,38
Switzerland,1807,38
Switzerland,1808,38
Switzerland,1809,38
Switzerland,1810,38
Switzerland,1811,38
Switzerland,1812,38
Switzerland,1813,38
Switzerland,1814,38
Switzerland,1815,38
Switzerland,1816,38
Switzerland,1817,38
Switzerland,1818,38
Switzerland,1819,38
Switzerland,1820,38
Switzerland,1821,38
Switzerland,1822,38
Switzerland,1823,38
Switzerland,1824,38
Switzerland,1825,38
Switzerland,1826,38
Switzerland,1827,38
Switzerland,1828,38
Switzerland,1829,38
Switzerland,1830,38
Switzerland,1831,38
Switzerland,1832,38
Switzerland,1833,38
Switzerland,1834,38
Switzerland,1835,38
Switzerland,1836,38
Switzerland,1837,38
Switzerland,1838,38
Switzerland,1839,38
Switzerland,1840,38
Switzerland,1841,38
Switzerland,1842,38
Switzerland,1843,38
Switzerland,1844,38
Switzerland,1845,38
Switzerland,1846,38
Switzerland,1847,38
Switzerland,1848,38
Switzerland,1849,38
Switzerland,1850,38
Switzerland,1851,38
Switzerland,1852,38
Switzerland,1853,38
Switzerland,1854,38
Switzerland,1855,38
Switzerland,1856,38
Switzerland,1857,38
Switzerland,1858,38
Switzerland,1859,38
Switzerland,1860,38
Switzerland,1861,38
Switzerland,1862,38
Switzerland,1863,38
Switzerland,1864,38
Switzerland,1865,38
Switzerland,1866,38
Switzerland,1867,38
Switzerland,1868,38
Switzerland,1869,38
Switzerland,1870,38
Switzerland,1871,38
Switzerland,1872,38
Switzerland,1873,38
Switzerland,1874,38
Switzerland,1875,38
Switzerland,1876,40.099998
Switzerland,1877,40.009998
Switzerland,1878,40.470001
Switzerland,1879,41.810001
Switzerland,1880,42.41
Switzerland,1881,41.869999
Switzerland,1882,42.98
Switzerland,1883,44.939999
Switzerland,1884,45
Switzerland,1885,43.830002
Switzerland,1886,44.68
Switzerland,1887,45.439999
Switzerland,1888,45.970001
Switzerland,1889,45.139999
Switzerland,1890,44.950001
Switzerland,1891,44.709999
Switzerland,1892,47.23
Switzerland,1893,46.07
Switzerland,1894,45.790001
Switzerland,1895,46.84
Switzerland,1896,48.880001
Switzerland,1897,49.099998
Switzerland,1898,48.200001
Switzerland,1899,49.290001
Switzerland,1900,47.48
Switzerland,1901,48.939999
Switzerland,1902,50.41
Switzerland,1903,50.029999
Switzerland,1904,49.16
Switzerland,1905,49.669998
Switzerland,1906,50.720001
Switzerland,1907,51.189999
Switzerland,1908,52.259998
Switzerland,1909,51.610001
Switzerland,1910,52.91
Switzerland,1911,51.720001
Switzerland,1912,54.419998
Switzerland,1913,54.209999
Switzerland,1914,55.130001
Switzerland,1915,55.950001
Switzerland,1916,56.59
Switzerland,1917,55.810001
Switzerland,1918,46.299999
Switzerland,1919,54.970001
Switzerland,1920,54.380001
Switzerland,1921,57.869999
Switzerland,1922,58.5
Switzerland,1923,60.040001
Switzerland,1924,59.490002
Switzerland,1925,59.950001
Switzerland,1926,60.639999
Switzerland,1927,60.099998
Switzerland,1928,60.470001
Switzerland,1929,60.169998
Switzerland,1930,61.43
Switzerland,1931,61.240002
Switzerland,1932,61.23
Switzerland,1933,62.41
Switzerland,1934,62.889999
Switzerland,1935,62.130001
Switzerland,1936,63.18
Switzerland,1937,63.509998
Switzerland,1938,63.849998
Switzerland,1939,64.010002
Switzerland,1940,63.580002
Switzerland,1941,64.980003
Switzerland,1942,65.650002
Switzerland,1943,65.839996
Switzerland,1944,64.879997
Switzerland,1945,65.419998
Switzerland,1946,66.07
Switzerland,1947,66.260002
Switzerland,1948,67.339996
Switzerland,1949,67.970001
Switzerland,1950,68.940002
Switzerland,1951,68.709999
Switzerland,1952,69.620003
Switzerland,1953,69.529999
Switzerland,1954,70
Switzerland,1955,70.080002
Switzerland,1956,70.209999
Switzerland,1957,70.559998
Switzerland,1958,71.300003
Switzerland,1959,71.459999
Switzerland,1960,71.440002
Switzerland,1961,71.760002
Switzerland,1962,71.32
Switzerland,1963,71.309998
Switzerland,1964,72.199997
Switzerland,1965,72.330002
Switzerland,1966,72.470001
Switzerland,1967,72.769997
Switzerland,1968,72.720001
Switzerland,1969,72.730003
Switzerland,1970,73.139999
Switzerland,1971,73.260002
Switzerland,1972,73.779999
Switzerland,1973,74.080002
Switzerland,1974,74.43
Switzerland,1975,74.82
Switzerland,1976,74.940002
Switzerland,1977,75.389999
Switzerland,1978,75.339996
Switzerland,1979,75.639999
Switzerland,1980,75.639999
Switzerland,1981,75.870003
Switzerland,1982,76.209999
Switzerland,1983,76.220001
Switzerland,1984,76.82
Switzerland,1985,76.940002
Switzerland,1986,77.110001
Switzerland,1987,77.410004
Switzerland,1988,77.43
Switzerland,1989,77.620003
Switzerland,1990,77.489998
Switzerland,1991,77.639999
Switzerland,1992,77.93
Switzerland,1993,78.220001
Switzerland,1994,78.449997
Switzerland,1995,78.529999
Switzerland,1996,78.980003
Switzerland,1997,79.25
Switzerland,1998,79.510002
Switzerland,1999,79.779999
Switzerland,2000,79.970001
Switzerland,2001,80.209999
Switzerland,2002,80.400002
Switzerland,2003,80.620003
Switzerland,2004,81.029999
Switzerland,2005,81.279999
Switzerland,2006,81.480003
Switzerland,2007,81.690002
Switzerland,2008,81.919998
Switzerland,2009,82.059998
Switzerland,2010,82.300003
Switzerland,2011,82.540001
Switzerland,2012,82.660004
Switzerland,2013,82.800003
Switzerland,2014,83.089996
Switzerland,2015,83.160004
Switzerland,2016,83.18
United Kingdom,1800,38.649761
United Kingdom,1801,37.350822
United Kingdom,1802,38.615601
United Kingdom,1803,37.316845
United Kingdom,1804,41.436916
United Kingdom,1805,42.317261
United Kingdom,1806,43.216114
United Kingdom,1807,40.04594
United Kingdom,1808,40.347794
United Kingdom,1809,41.742203
United Kingdom,1810,38.347382
United Kingdom,1811,39.887272
United Kingdom,1812,41.826324
United Kingdom,1813,43.038368
United Kingdom,1814,40.241531
United Kingdom,1815,41.131779
United Kingdom,1816,39.938316
United Kingdom,1817,41.040718
United Kingdom,1818,39.847767
United Kingdom,1819,40.51926
United Kingdom,1820,41.312477
United Kingdom,1821,41.780403
United Kingdom,1822,41.349724
United Kingdom,1823,40.048023
United Kingdom,1824,39.192757
United Kingdom,1825,39.939877
United Kingdom,1826,39.830349
United Kingdom,1827,41.138859
United Kingdom,1828,42.032665
United Kingdom,1829,41.558071
United Kingdom,1830,43.018311
United Kingdom,1831,40.843559
United Kingdom,1832,40.163628
United Kingdom,1833,41.349632
United Kingdom,1834,40.783878
United Kingdom,1835,41.104195
United Kingdom,1836,41.427021
United Kingdom,1837,40.203598
United Kingdom,1838,40.301132
United Kingdom,1839,40.879307
United Kingdom,1840,39.927151
United Kingdom,1841,41.700001
United Kingdom,1842,41.349998
United Kingdom,1843,41.860001
United Kingdom,1844,41.549999
United Kingdom,1845,42.560001
United Kingdom,1846,39.959999
United Kingdom,1847,38.330002
United Kingdom,1848,39.5
United Kingdom,1849,37.380001
United Kingdom,1850,42.799999
United Kingdom,1851,41.419998
United Kingdom,1852,40.93
United Kingdom,1853,40.560001
United Kingdom,1854,39.34
United Kingdom,1855,41.029999
United Kingdom,1856,43.25
United Kingdom,1857,41.880001
United Kingdom,1858,40.040001
United Kingdom,1859,40.84
United Kingdom,1860,43.009998
United Kingdom,1861,42.380001
United Kingdom,1862,42.52
United Kingdom,1863,40.400002
United Kingdom,1864,39.970001
United Kingdom,1865,40.650002
United Kingdom,1866,40.41
United Kingdom,1867,42.619999
United Kingdom,1868,42
United Kingdom,1869,41.669998
United Kingdom,1870,40.950001
United Kingdom,1871,41.310001
United Kingdom,1872,42.900002
United Kingdom,1873,43.779999
United Kingdom,1874,42.130001
United Kingdom,1875,41.849998
United Kingdom,1876,43.689999
United Kingdom,1877,44.700001
United Kingdom,1878,43.009998
United Kingdom,1879,44.27
United Kingdom,1880,43.779999
United Kingdom,1881,46.110001
United Kingdom,1882,44.869999
United Kingdom,1883,45.09
United Kingdom,1884,44.790001
United Kingdom,1885,45.759998
United Kingdom,1886,45.330002
United Kingdom,1887,45.650002
United Kingdom,1888,46.810001
United Kingdom,1889,46.34
United Kingdom,1890,44.75
United Kingdom,1891,44.290001
United Kingdom,1892,45.509998
United Kingdom,1893,44.869999
United Kingdom,1894,48.34
United Kingdom,1895,45.73
United Kingdom,1896,47.41
United Kingdom,1897,47.23
United Kingdom,1898,46.98
United Kingdom,1899,46.130001
United Kingdom,1900,46.32
United Kingdom,1901,47.91
United Kingdom,1902,49.080002
United Kingdom,1903,50.43
United Kingdom,1904,49.110001
United Kingdom,1905,50.860001
United Kingdom,1906,50.580002
United Kingdom,1907,51.439999
United Kingdom,1908,51.84
United Kingdom,1909,52.52
United Kingdom,1910,53.990002
United Kingdom,1911,51.540001
United Kingdom,1912,54.549999
United Kingdom,1913,53.830002
United Kingdom,1914,51.990002
United Kingdom,1915,48.200001
United Kingdom,1916,47.73
United Kingdom,1917,45.57
United Kingdom,1918,40.43
United Kingdom,1919,54.119999
United Kingdom,1920,56.599998
United Kingdom,1921,58.349998
United Kingdom,1922,57.130001
United Kingdom,1923,59.400002
United Kingdom,1924,58.169998
United Kingdom,1925,58.509998
United Kingdom,1926,59.66
United Kingdom,1927,59.040001
United Kingdom,1928,59.990002
United Kingdom,1929,57.709999
United Kingdom,1930,60.889999
United Kingdom,1931,60.110001
United Kingdom,1932,60.630001
United Kingdom,1933,60.669998
United Kingdom,1934,61.400002
United Kingdom,1935,62.049999
United Kingdom,1936,61.849998
United Kingdom,1937,61.880001
United Kingdom,1938,63.299999
United Kingdom,1939,63.689999
United Kingdom,1940,60.970001
United Kingdom,1941,61.369999
United Kingdom,1942,63.990002
United Kingdom,1943,64.010002
United Kingdom,1944,64.849998
United Kingdom,1945,65.849998
United Kingdom,1946,66.470001
United Kingdom,1947,66.440002
United Kingdom,1948,68.5
United Kingdom,1949,68.190002
United Kingdom,1950,68.699997
United Kingdom,1951,68.300003
United Kingdom,1952,69.599998
United Kingdom,1953,69.870003
United Kingdom,1954,70.239998
United Kingdom,1955,70.209999
United Kingdom,1956,70.480003
United Kingdom,1957,70.599998
United Kingdom,1958,70.779999
United Kingdom,1959,70.879997
United Kingdom,1960,71.099998
United Kingdom,1961,70.849998
United Kingdom,1962,70.919998
United Kingdom,1963,70.830002
United Kingdom,1964,71.620003
United Kingdom,1965,71.610001
United Kingdom,1966,71.529999
United Kingdom,1967,72.160004
United Kingdom,1968,71.790001
United Kingdom,1969,71.75
United Kingdom,1970,72
United Kingdom,1971,72.32
United Kingdom,1972,72.099998
United Kingdom,1973,72.309998
United Kingdom,1974,72.510002
United Kingdom,1975,72.779999
United Kingdom,1976,72.760002
United Kingdom,1977,73.25
United Kingdom,1978,73.18
United Kingdom,1979,73.290001
United Kingdom,1980,73.720001
United Kingdom,1981,74.059998
United Kingdom,1982,74.190002
United Kingdom,1983,74.440002
United Kingdom,1984,74.830002
United Kingdom,1985,74.68
United Kingdom,1986,74.949997
United Kingdom,1987,75.300003
United Kingdom,1988,75.410004
United Kingdom,1989,75.550003
United Kingdom,1990,75.720001
United Kingdom,1991,75.940002
United Kingdom,1992,76.169998
United Kingdom,1993,76.300003
United Kingdom,1994,76.550003
United Kingdom,1995,76.690002
United Kingdom,1996,76.910004
United Kingdom,1997,77.139999
United Kingdom,1998,77.339996
United Kingdom,1999,77.529999
United Kingdom,2000,77.839996
United Kingdom,2001,78.099998
United Kingdom,2002,78.309998
United Kingdom,2003,78.449997
United Kingdom,2004,78.82
United Kingdom,2005,79.099998
United Kingdom,2006,79.379997
United Kingdom,2007,79.639999
United Kingdom,2008,79.879997
United Kingdom,2009,80.169998
United Kingdom,2010,80.389999
United Kingdom,2011,80.580002
United Kingdom,2012,80.68
United Kingdom,2013,80.769997
United Kingdom,2014,80.82
United Kingdom,2015,80.860001
United Kingdom,2016,80.900002
United States,1800,39.41
United States,1801,39.41
United States,1802,39.41
United States,1803,39.41
United States,1804,39.41
United States,1805,39.41
United States,1806,39.41
United States,1807,39.41
United States,1808,39.41
United States,1809,39.41
United States,1810,39.41
United States,1811,39.41
United States,1812,39.41
United States,1813,39.41
United States,1814,39.41
United States,1815,39.41
United States,1816,39.41
United States,1817,39.41
United States,1818,39.41
United States,1819,39.41
United States,1820,39.41
United States,1821,39.41
United States,1822,39.41
United States,1823,39.41
United States,1824,39.41
United States,1825,39.41
United States,1826,39.41
United States,1827,39.41
United States,1828,39.41
United States,1829,39.41
United States,1830,39.41
United States,1831,39.41
United States,1832,39.41
United States,1833,39.41
United States,1834,39.41
United States,1835,39.41
United States,1836,39.41
United States,1837,39.41
United States,1838,39.41
United States,1839,39.41
United States,1840,39.41
United States,1841,39.41
United States,1842,39.41
United States,1843,39.41
United States,1844,39.41
United States,1845,39.41
United States,1846,39.41
United States,1847,39.41
United States,1848,39.41
United States,1849,39.41
United States,1850,39.41
United States,1851,39.41
United States,1852,39.41
United States,1853,39.41
United States,1854,39.41
United States,1855,39.41
United States,1856,39.41
United States,1857,39.41
United States,1858,39.41
United States,1859,39.41
United States,1860,39.41
United States,1861,38
United States,1862,34.5
United States,1863,34
United States,1864,31
United States,1865,38
United States,1866,39.41
United States,1867,39.41
United States,1868,39.41
United States,1869,39.41
United States,1870,39.41
United States,1871,39.41
United States,1872,39.41
United States,1873,39.41
United States,1874,39.41
United States,1875,39.41
United States,1876,39.41
United States,1877,39.41
United States,1878,39.41
United States,1879,39.41
United States,1880,39.41
United States,1881,39.990002
United States,1882,40.57
United States,1883,41.150002
United States,1884,41.73
United States,1885,42.310001
United States,1886,42.889999
United States,1887,43.470001
United States,1888,44.049999
United States,1889,44.630001
United States,1890,45.209999
United States,1891,45.581818
United States,1892,45.953636
United States,1893,46.325455
United States,1894,46.697273
United States,1895,47.069092
United States,1896,47.44091
United States,1897,47.812729
United States,1898,48.184544
United States,1899,48.556362
United States,1900,48.928181
United States,1901,49.299999
United States,1902,50.5
United States,1903,50.599998
United States,1904,49.599998
United States,1905,50.299999
United States,1906,50.099998
United States,1907,50.200001
United States,1908,51.900002
United States,1909,52.799999
United States,1910,51.799999
United States,1911,53.400002
United States,1912,54.099998
United States,1913,53.5
United States,1914,54.599998
United States,1915,55.099998
United States,1916,54.200001
United States,1917,54
United States,1918,47.200001
United States,1919,55.299999
United States,1920,55.400002
United States,1921,58.200001
United States,1922,58.099998
United States,1923,57.5
United States,1924,58.5
United States,1925,58.5
United States,1926,57.900002
United States,1927,59.400002
United States,1928,58.299999
United States,1929,58.5
United States,1930,59.599998
United States,1931,60.299999
United States,1932,61
United States,1933,60.959999
United States,1934,60.290001
United States,1935,60.939999
United States,1936,60.400002
United States,1937,61.099998
United States,1938,62.43
United States,1939,63.119999
United States,1940,63.279999
United States,1941,63.84
United States,1942,64.629997
United States,1943,64.339996
United States,1944,65.129997
United States,1945,65.629997
United States,1946,66.330002
United States,1947,66.730003
United States,1948,67.300003
United States,1949,67.68
United States,1950,68.120003
United States,1951,68.220001
United States,1952,68.440002
United States,1953,68.790001
United States,1954,69.580002
United States,1955,69.629997
United States,1956,69.709999
United States,1957,69.489998
United States,1958,69.760002
United States,1959,69.980003
United States,1960,69.910004
United States,1961,70.32
United States,1962,70.209999
United States,1963,70.040001
United States,1964,70.330002
United States,1965,70.410004
United States,1966,70.43
United States,1967,70.760002
United States,1968,70.419998
United States,1969,70.660004
United States,1970,70.919998
United States,1971,71.239998
United States,1972,71.339996
United States,1973,71.540001
United States,1974,72.080002
United States,1975,72.68
United States,1976,72.989998
United States,1977,73.379997
United States,1978,73.580002
United States,1979,74.029999
United States,1980,73.93
United States,1981,74.360001
United States,1982,74.650002
United States,1983,74.709999
United States,1984,74.809998
United States,1985,74.790001
United States,1986,74.870003
United States,1987,75.010002
United States,1988,75.019997
United States,1989,75.099998
United States,1990,75.449997
United States,1991,75.599998
United States,1992,75.75
United States,1993,75.769997
United States,1994,75.830002
United States,1995,75.959999
United States,1996,76.290001
United States,1997,76.669998
United States,1998,76.800003
United States,1999,76.839996
United States,2000,76.959999
United States,2001,77.040001
United States,2002,77.169998
United States,2003,77.32
United States,2004,77.540001
United States,2005,77.699997
United States,2006,77.949997
United States,2007,78.169998
United States,2008,78.370003
United States,2009,78.599998
United States,2010,78.779999
United States,2011,78.870003
United States,2012,78.940002
United States,2013,78.959999
United States,2014,78.940002
United States,2015,78.870003
United States,2016,78.860001
